attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,class
0.08347,0.29548,0.17857,1.6987,56.999,0.28772,0.10274,2.1631,1.0648,0.63916,0.10274,0.40202,0.21278,0.10274,607.51,0.60081,3.3843,0.10274,0.12314,23.688,1.2382,0.10003,0.10004,0.35761,0.63916,0.53559,1.2766,0.31557,4.8785,0.22227,0.12314,119.05,3.0661,0.33853,0.10003,0.89436,9.5193,0.67908,0.11989,0.47827,0.05557,0.11989,136.45,112.76,1.5415,1.4868,25.223,0.025242,0.030254,1.4692,0.25557,0.32615,1.1295,1.2001,13498,0.060837,0.13059,0.93916,0.062453,15.408,3.2369,111.8,3.2647,1.4745,0
0.036476,0.928,-0.11273,0.48832,-126.29,-0.10575,0.040204,0.066757,1.1257,0.061951,0.040204,0.1825,0.21499,0.040204,3275.1,0.11145,1.0776,0.040204,0.083577,3.4583,1.2376,0.06448,0.075828,-0.12749,0.061951,0.10743,1.5089,-0.12631,5.2562,1.8427,0.083577,188.17,1.9397,0.069483,0.06448,0.52871,0.14557,0.76965,0.13404,0.23616,0.23892,0.13404,42.149,38.691,8.0031,0.46763,3.893,0.0012631,0.0026258,0.11592,0.2203,0.51554,0.069418,0.86242,-20333,0.11167,0.5888,0.88833,11.424,105.54,9.4337,167.16,2.1836,0.53903,0
0.05249,0.76737,-0.020747,0.94109,-48.685,0,0.05249,0.30315,0.87653,0.23263,0.086292,0.14903,0.083069,0.05249,3846.7,0.094886,1.3031,0.05249,0.059883,25.372,1.1414,0,0.059883,0.072958,0.21905,0.094886,0,-0.031033,4.7124,0.72667,0.1398,202.93,1.7986,0.82552,0.0014886,0.87653,1.0692,0.48565,0.0016983,0.37383,1.2586,0,83.198,57.825,0.86146,0.7681,35.107,-0.020324,-0.023186,0.43194,0.35221,0.55599,0.34796,0.72643,-1069.9,0.27729,0.22564,0.82976,1.0877,14.386,6.3121,146.66,2.4887,1.3111,0
0.036191,0.25408,-0.025845,0.74729,-3469.3,0,0.036191,2.9358,0.014341,0.74592,0.037415,0.35387,2.5569,0.036191,2529.1,0.14432,3.9358,0.036191,2.5236,113.42,0.6683,0.0010627,2.5236,0.035614,0.74577,0.14432,0.8679,-0.027984,5.5125,17.429,5.3046,3951.2,0.092377,0.037183,0.0017565,0.014341,22.699,0.74909,0.12248,0.58927,5.4956,0.074102,411.31,297.89,8.121,0.70371,172.17,0.0005843,0.040743,0.30079,0.10227,10.825,0.80765,0.81108,-8411.8,0.34123,0.048518,5.0159,0.0042505,3.2181,1.2253,2602.9,0.14023,0.015528,0
0.0045662,0.66945,0.051906,1.1667,-18.515,0.057712,0.0075016,0.49376,1.3987,0.33055,0.02945,0.024091,0.059823,0.0075016,2920.2,0.12499,1.4938,0.0075016,0.0053631,30.469,0.98172,0.011347,0.0032645,0.19762,0.32624,0.12061,0.51697,0.081523,4.0645,0.4508,0.0053631,81.614,4.4723,2.0802,0.0061267,1.3987,0.98528,0.58076,0.0043801,0.13408,0.25496,0.0081121,83.906,53.437,0.039107,0.79172,30.603,-0.064829,-0.046348,0.54267,0.31139,0.2236,0.51915,0.91214,602.21,0.0043801,0.013814,0.99475,0.75698,11.979,6.8304,81.256,4.492,2.1968,0
-0.0073493,0.56446,0.016707,1.0874,-3.6724,0,-0.0073493,0.7716,0.87106,0.43554,-0.0073185,-0.038441,-0.0083098,-0.0073493,-28464,-0.012823,1.7716,-0.0073493,-0.0084371,9.7028,0.98399,0,-0.0084371,0.049383,0.41435,-0.012823,0,0.021092,4.1924,0.63116,-0.016874,90.354,4.0397,1.3682,0.0042326,0.87106,0.51926,0.7913,0.0048592,0.084288,169.57,0,80.359,70.656,-0.31739,0.96627,10.943,-0.00011096,-0.00012738,0.3683,0.19118,0.24754,0.54985,0.99898,260.19,0.11337,-0.016874,0.88697,0.81684,37.618,5.1658,80.111,4.5562,1.0997,0
0.037179,0.73099,0.068188,1.1788,-21.605,0.14276,0.037179,0.31359,1.016,0.22923,0.037179,0.097499,0.086091,0.037179,1997.4,0.18274,1.368,0.037179,0.023962,34.213,1.0839,0.061712,0.023962,0.14276,0.22923,0.18274,0.40411,0.12387,4.4709,0.44694,0.023962,91.142,4.0047,0.084422,0.061712,1.5937,0.86962,0.5789,0.039773,0.12098,0.152,0.039773,94.891,60.678,0.25563,0.79742,34.762,-0.034689,-0.022357,0.61494,0.38133,0.2497,0.41642,1.0516,2016.5,0.015786,0.16219,0.98421,1.5254,10.669,6.0154,89.703,4.069,2.8186,0
0.023997,0.74843,0.31413,1.5934,0.65446,0,0.023997,0.33613,2.7977,0.25157,0.024234,0.045334,0.030958,0.023997,3154,0.11572,1.3361,0.023997,0.0085774,36.525,1.3015,0,0.0085774,0.060029,0.19134,0.11572,0,2.0069,2.9192,0.25853,0.020834,93.621,3.8987,2.7574,0.0066206,2.7977,2.6001,0.4683,0.0023664,0.10516,0.39843,0,102.78,66.255,0.085715,1.0645,49.515,-0.062615,-0.022381,1.127,0.52935,0.2565,1.6072,2.9918,260.77,0.26235,0.09539,0.7401,0.86149,9.9932,5.5091,69.06,5.2853,17.874,0
0.32349,0.46149,0.18824,1.4807,8.7148,0,0.34252,1.1669,3.0317,0.53851,0.38874,0.87473,0.18938,0.34252,293.38,1.2441,2.1669,0.34252,0.11298,15.368,1.1725,0.35591,0.1067,0.51879,0.52653,1.2029,7.7001,0.448,3.8139,0.10986,0.12093,53.572,6.8132,5.781,0.36378,3.0317,27.091,0.5552,0.11999,0.33209,0.026182,0.1174,54.151,38.783,2.5343,1.1548,17.463,0.12427,0.040992,1.2564,0.39158,0.14677,1.2816,1.3213,1226.4,0.11999,0.60071,0.89006,0.030995,23.751,9.4112,47.144,7.7423,7.2151,0
0.10345,0.6241,0.16499,1.3992,25.457,0,0.12553,0.60231,1.5064,0.3759,0.16742,0.30376,0.14098,0.12553,1072.6,0.34029,1.6023,0.12553,0.083328,14.861,1.1099,0.16047,0.068677,0.33209,0.19307,0.30492,3.8305,0.39118,4.2041,0.33811,0.10614,110.32,3.3086,2.1908,0.13912,1.5064,2.5139,0.58151,0.092355,0.30946,0.084116,0.10653,109.12,94.26,1.6868,1.2508,16.373,0.07362,0.048872,0.9265,0.41324,0.30224,0.89124,1.3787,2639.5,0.092355,0.27522,0.91852,0.54699,24.561,3.8723,100.13,3.6453,3.5716,0
-0.036392,0.68313,0.12374,1.4341,-0.48779,0,-0.036392,0.46386,1.6516,0.31687,0.00068181,-0.12767,0.010639,-0.036392,14190,0.025722,1.4639,-0.036392,-0.022035,23.069,0.76751,-0.0013375,-0.022035,0.0004811,0.05838,0.025722,-0.036077,0.20931,4.2024,0.39277,-0.016198,62.961,5.7972,2.419,-0.00094413,1.6516,0.77241,0.71098,-0.00057165,0.19635,0.4327,-0.00080984,77.975,54.907,-0.34864,1.0679,23.055,-0.0553,-0.033484,0.59842,0.28505,0.1725,0.53598,1.2026,1972.3,-0.00057165,-0.11485,1.022,1.2437,15.822,6.6476,62.997,5.7939,2.7936,0
0.09475,0.75869,-0.013938,0.94951,-43.743,0,0.11678,0.31806,1.0249,0.24131,0.13566,0.42303,0.24177,0.11678,1117.6,0.32658,1.3181,0.11678,0.11395,27.075,1.1037,0.12611,0.092451,0.13686,0.23118,0.29754,6.6795,-0.018889,3.9946,0.6805,0.13237,113.92,3.2039,1.1658,0.14038,1.0249,0.39338,0.71441,0.13698,0.22772,0.098365,0.12305,70.966,43.892,1.2463,0.67414,31.372,-0.0048868,-0.0047682,0.3455,0.27607,0.31212,0.32703,0.9682,-137.64,0.13698,0.39265,0.88737,1.9606,13.481,8.3159,98.319,3.7124,1.389,0
0.1213,1.0308,0.52846,6.6058,87.372,-0.41519,0.1213,-0.029851,1.2602,-0.03077,0.12787,1.2867,0.16354,0.1213,1825.5,0.19995,0.97015,0.1213,0.096253,93.256,1.2177,0,0.096253,0.044693,-0.29389,0.19995,0,1.4007,3.8809,0.76275,0.21564,36.871,9.8993,0.90535,0.0029647,1.2602,0.32252,0.90173,0.0023526,0.74381,0.40517,0,160.05,66.798,0.37673,3.1903,125.93,-0.084801,-0.067291,0.60414,0.09427,0.10102,-0.081559,2.3901,4016.8,0.25948,-3.9421,0.74723,-30.306,3.914,5.4642,27.304,13.368,3.3403,0
-0.0063388,0.40833,0.077956,1.2724,-4.6953,0,-0.0063388,1.449,0.78798,0.59167,-0.0033338,-0.022152,-0.0011561,-0.0063388,-163610,-0.0022309,2.449,-0.0063388,-0.0080444,39.113,1.0808,0,-0.0080444,0.17166,0.3521,-0.0022309,0,0.12259,4.7373,0.46643,-0.012997,163.55,2.2318,1.564,0.029494,0.78798,4.742,0.65065,0.037429,0.14875,2.5076,0,148.94,109.83,-0.075069,0.97734,48.261,-0.0054279,-0.0068883,0.8917,0.28615,0.44808,0.93046,1.0232,4257.3,0.18955,-0.010713,0.81383,0.099678,9.3319,3.3234,132.55,2.7537,1.2392,0
0.027323,0.10975,0.40427,7.4734,95.794,0,0.027323,8.1118,1.1217,0.89025,0.042975,0.43751,0.12869,0.027323,277.49,1.3154,9.1118,0.027323,0.024357,45.997,0.39857,0.031638,0.024357,0.33839,0.029195,1.3154,2.0213,0.75808,4.3981,0.087728,0.029681,20.83,17.523,9.9711,0.027441,1.1217,6.8791,0.93755,0.024462,0.22735,0.024606,0.028204,147.24,101.25,0.19328,5.2099,47.15,-0.085396,-0.076127,4.2527,0.06245,0.057069,1.6694,1.7581,10112,0.024462,0.030691,0.97606,0.053127,7.9353,3.605,20.32,17.962,2.1035,0
0.065915,0.51151,0.48502,1.9843,123.33,0,0.082519,0.95499,1.2815,0.48849,0.09676,0.16747,0.076973,0.082519,1892.7,0.19284,1.955,0.082519,0.064393,20.925,0.64253,0.096731,0.051436,0.21176,0.38574,0.16038,6.7928,21.82,3.3861,0.39195,0.075502,151.81,2.4043,2.3161,0.096796,1.2815,48.208,0.50725,0.075533,0.041464,0.15108,0.075482,272.67,251.75,0.8972,1.8352,22.635,0.080608,0.062901,1.9115,0.49275,0.41593,21.976,22.82,1180.1,0.075533,0.13494,0.93561,0.038401,17.443,1.4499,140.35,2.6007,57.651,0
-0.14937,1.0877,-0.27251,0.49712,-303.15,-0.14573,-0.14937,-0.080601,0.38247,-0.087668,-0.050171,-0.27563,-0.37777,-0.14937,-2747.6,-0.13284,0.9194,-0.14937,-0.39053,67.283,0.99031,-0.050171,-0.39053,-0.25484,-0.27968,-0.13284,-0.50577,-0.37299,3.4191,2.7816,-0.28478,465.15,0.78469,0.39095,-0.042756,0.38247,0.36443,0.4581,-0.11179,0.064084,-0.8005,-0.13118,223.95,156.66,-2.1186,0.36702,60.517,-0.055051,-0.14393,0.24768,0.5419,1.2744,-0.11999,0.62701,-715.29,-0.11179,1.7038,1.3902,-6.2254,5.4249,2.3298,517.15,0.70579,0.5235,0
0.066032,0.448,-0.04476,0.884,-81.542,0,0.074102,1.2322,1.2318,0.552,0.079694,0.19204,0.067511,0.074102,1966.3,0.18563,2.2322,0.074102,0.060158,62.351,1.8155,0.078343,0.053606,0.078211,0.066238,0.16761,14.01,-0.067934,4.776,0.35762,0.064698,123.39,2.958,2.5479,0.090353,1.2318,2.6099,0.60208,0.073351,0.02279,0.17086,0.063601,98.473,36.122,0.31381,0.3387,67.286,0.069285,0.056248,0.76143,0.38588,0.33806,0.83779,0.91379,-2672.2,0.073351,0.11962,0.94024,0.090721,5.854,10.105,114.34,3.1922,1.8695,0
-0.0083937,0.2857,0.24685,2.1149,100.34,0.057853,-0.0069206,2.4943,0.9515,0.71261,-0.0069206,-0.031258,0.15134,-0.0069206,882.34,0.41367,3.5002,-0.0069206,-0.0088622,23.143,1.0439,-0.0050767,-0.010749,0.07876,0.71261,0.40852,-0.061857,0.46422,4.1075,0.085101,-0.0088622,98.466,3.7069,-0.017769,-0.0050767,0.83538,6.513,0.7769,-0.006501,1.0058,0.078254,-0.006501,114.78,91.636,-0.16952,1.8913,22.021,-0.13018,-0.16671,1.639,0.2214,0.26977,1.3401,1.461,3162,-0.05097,-0.011779,1.051,0.090221,15.771,3.9832,103.48,3.5271,1.4686,0
0.069502,0.65729,-0.00014806,0.99965,-8.1209,0,0.069502,0.52141,1.4293,0.34271,0.085681,0.16651,0.067836,0.069502,2474.4,0.14751,1.5214,0.069502,0.048627,1.175,0.94985,0.083759,0.048627,0.1532,0.069502,0.14751,5.1769,-0.00025407,4.0788,0.45551,0.048627,112.82,3.2352,2.0545,0.078914,1.4293,1.7202,0.5826,0.055212,0.075074,0.197,0.058602,98.552,97.377,15.106,0.98862,1.2437,0.056305,0.039394,0.6348,0.4174,0.3091,0.5881,0.99975,-1.775,0.055212,0.2028,0.9521,0.69997,310.64,3.7483,106.59,3.4243,2.4526,0
0.19051,0.58869,0.15619,1.3029,1.9476,0.0038669,0.24951,0.69869,2.384,0.41131,0.30525,0.4838,0.15749,0.24951,572.29,0.63779,1.6987,0.24951,0.10466,21.45,1.5264,0.30512,0.07991,0.34457,0.40036,0.53757,5.474,0.47608,3.6596,0.17683,0.11624,93.43,3.9067,3.4225,0.36922,2.384,7.2895,0.48427,0.15487,0.33544,0.045521,0.12799,76.387,54.938,1.3598,1.0312,25.38,0.17917,0.075154,1.1414,0.51573,0.25597,1.2537,1.4761,713.2,0.15487,0.46317,0.89569,0.17738,17.017,6.6439,78.96,4.6226,7.2667,0
0.067129,0.58039,0.019583,1.0383,-19.543,0.091022,0.10534,0.55943,1.0665,0.32469,0.10534,0.20616,0.12388,0.10534,1176.4,0.31026,1.723,0.10534,0.072473,20.942,1.3816,0.12047,0.046183,0.12915,0.32469,0.24441,0.88394,0.041717,4.3161,0.31716,0.072473,136.85,2.6671,0.20757,0.12047,1.5044,6.4437,0.39408,0.08288,0.24558,0.097755,0.08288,101.72,80.778,0.80493,0.87512,22.335,0.045745,0.031471,0.91417,0.51099,0.37494,0.69166,0.8395,405.5,0.062384,0.20675,0.93762,0.21374,17.429,4.5186,128.31,2.8446,3.0964,0
0.07878,0.3968,0.013543,1.0589,5.6338,0,0.07878,1.5202,0.87894,0.6032,0.10001,0.34257,0.12488,0.07878,1319.5,0.27662,2.5202,0.07878,0.08963,0.082296,1.1201,0.095291,0.08963,0.26463,0.60205,0.27662,4.4892,0.017903,3.8913,0.42633,0.11372,107.45,3.3968,1.9687,0.097777,0.87894,1.4585,0.77003,0.11124,0.10297,0.10475,0.10842,91.289,91.207,397.53,1.058,0.092597,0.06431,0.073168,0.61369,0.22997,0.29439,0.79737,1.0179,105.45,0.11124,0.1306,0.91263,0.27657,4435.2,4.0019,95.499,3.822,1.1619,0
0.008136,0.65261,0.14812,1.2628,29.071,0,0.008136,0.5323,1.2891,0.34739,0.18061,0.014436,0.12636,0.008136,1462.4,0.24959,1.5323,0.008136,0.0063114,16.045,0.88067,0.17088,0.0063114,0.28933,0.14696,0.24959,0.99074,0.51383,3.7936,0.44269,0.024816,167.13,2.1839,1.8861,0.058227,1.2891,13.092,0.39742,0.045169,0.15347,0.066806,0.13256,177.03,160.99,0.14357,1.1623,16.804,0.016127,0.01251,1.0906,0.5636,0.45789,1.2051,1.3786,920.98,0.045169,0.023421,0.99434,0.14403,22.748,2.2673,159.58,2.2872,4.4718,0
0.015497,0.85106,0.08082,1.2685,60.564,0.02032,0.015497,0.175,0.40297,0.14894,0.017407,0.051489,0.085319,0.015497,9035.1,0.040398,1.175,0.015497,0.038456,12.952,1.5042,0.017294,0.038456,0.04236,0.10813,0.040398,9.0513,0.13073,4.1049,2.0011,0.039517,267.71,1.3634,0.48216,-0.0073756,0.40297,2.909,0.27527,-0.018303,0.1506,0.78413,0.042916,304.76,291.81,1.0837,1.221,12.72,-0.0015908,-0.0039476,0.4486,0.30097,0.73345,0.24092,0.44526,1028.9,-0.018303,0.10405,0.96395,0.84818,28.18,1.2508,272.61,1.3389,0.65184,0
0.15886,0.51209,0.19639,1.5494,25.934,0,0.15886,0.95277,1.7803,0.48791,0.16968,0.44437,0.10799,0.15886,972.25,0.37542,1.9528,0.15886,0.089229,10.423,0.91826,0.16894,0.089229,0.74378,0.15886,0.37542,15.609,0.44021,3.7712,0.19098,0.094602,80.103,4.5566,3.1809,0.15139,1.7803,3.4309,0.63453,0.085038,0.56702,0.084365,0.094893,71.998,61.574,3.1246,1.4072,11.392,0.13554,0.076135,1.0816,0.35748,0.21946,1.0936,1.4223,1159.7,0.085038,0.32559,0.91176,0.30051,35.017,5.9278,73.291,4.9801,3.9906,0
-0.29728,0.71337,-0.15693,0.62837,-33.636,0.5615,-0.29728,0.4018,1.6393,0.28663,-0.26019,-0.704,-0.037993,-0.29728,-4180.5,-0.087311,1.4018,-0.29728,-0.18134,0.82967,0.87076,-0.26255,-0.18134,-0.2193,0.26423,-0.087311,-7.0797,-0.2136,3.3486,0.41733,-0.16572,78.862,4.6284,2.7397,-0.31506,1.6393,1.7217,0.43859,-0.19219,0.069181,-0.86277,-0.16016,52.574,51.745,-79.777,0.61955,0.69592,-0.49754,-0.3035,0.37196,0.42227,0.21606,0.39016,0.597,-350.17,-0.19219,-1.0371,1.1768,0.53014,439.94,7.0539,94.018,3.8822,2.2315,0
0.07332,0.69543,0.18763,1.3047,17.375,0,0.07688,0.43796,2.7145,0.30457,0.1208,0.12484,0.075571,0.07688,1237.3,0.29499,1.438,0.07688,0.028322,8.7905,0.9899,0.12045,0.02701,0.13265,0.2353,0.28987,2.7427,0.95465,3.3045,0.24239,0.0445,86.19,4.2348,3.7501,0.10664,2.7145,9.2718,0.38418,0.039284,0.064979,0.093203,0.044373,102.65,93.862,1.1215,1.1985,9.1499,-0.007809,-0.0028767,1.1553,0.61582,0.23614,1.5496,1.9546,378.31,0.039284,0.24073,0.97189,0.26137,41.522,3.8887,82.804,4.408,13.811,0
-0.10848,0.63922,-0.19191,0.4907,-90.135,-0.2729,-0.1192,0.5205,0.94683,0.33272,-0.1192,-0.31634,-0.028401,-0.1192,-8331.5,-0.04381,1.5644,-0.1192,-0.12089,10.251,1.0434,-0.089875,-0.11001,-0.27306,0.33272,-0.027031,-0.86302,-0.23545,3.6528,0.64302,-0.12089,132.07,2.7637,-0.1406,-0.089875,0.99483,0.59914,0.59511,-0.091149,0.062316,15.879,-0.091149,59.755,49.504,-3.9172,0.41721,9.706,-0.18107,-0.18364,0.28927,0.37682,0.36184,0.40819,0.73012,-862.8,-0.056154,-0.32604,1.0562,0.78866,35.606,7.3732,139.49,2.6167,1.2097,0
-0.41516,0.72254,0.13704,1.5383,32.282,-0.2386,-0.40068,0.38401,0.92772,0.27746,-0.38707,-1.5739,-0.21306,-0.40068,-1334.2,-0.27357,1.384,-0.40068,-0.4319,13.279,0.86112,-0.39555,-0.4475,-0.78172,-0.65376,-0.2936,-29.051,0.22525,3.906,0.7263,-0.42,71.877,5.0781,1.7892,-0.36506,0.92772,3.7323,0.37335,-0.3935,0.21332,-0.1251,-0.42636,132.71,119.43,-12.301,1.4057,9.5289,-0.59857,-0.6452,0.54201,0.25458,0.19692,0.45607,0.61368,1103.7,-0.3935,-1.4963,1.4038,0.34558,27.488,3.0561,100.16,3.6441,1.5249,0
-0.040495,0.57159,-0.16808,0.6497,-86.142,0,-0.040495,0.74951,1.3015,0.42841,-0.029639,-0.084397,-0.0004872,-0.040495,-329010,-0.0011094,1.7495,-0.040495,-0.031113,38.223,0.89623,-0.031084,-0.031113,0.095114,0.42114,-0.0011094,-2.8634,-0.2442,3.8789,0.42857,-0.022772,132.3,2.7588,2.3158,-0.022156,1.3015,1.9117,0.52019,-0.017023,0.034609,2.1708,-0.023882,82.765,44.543,-0.29711,0.36564,37.583,-0.070945,-0.054508,0.54539,0.47981,0.36248,0.62246,0.7558,-1271.7,-0.017023,-0.094523,1.0307,0.21422,9.5493,8.1944,134.56,2.7126,1.8911,0
0.0065389,1.0598,-0.31,0.58887,-72.865,0,0.0065389,-0.056429,2.0733,-0.059804,0.024687,0.0086722,0.043441,0.0065389,4294.9,0.084984,0.94357,0.0065389,0.0031538,12.522,0.80764,0.02323,0.0031538,0.10969,0.0065389,0.084984,1.28,-0.55757,3.9224,0.49876,0.0090792,134.15,2.7209,1.9358,0.021717,2.0733,1.2194,0.24599,0.010475,0.056924,0.33091,0.011204,70.611,58.088,0.091929,0.49453,12.655,-0.060298,-0.029083,0.41896,0.75401,0.36752,-0.10756,0.44243,-2592.9,0.010475,-0.10934,0.99685,-5.1132,29.148,6.2835,132.74,2.7497,3.7291,0
0.013159,0.91447,-0.12157,0.86059,-124.26,-0.0035369,0.014971,0.089674,0.99453,0.082004,0.014971,0.017168,0.03099,0.014971,7771.4,0.046967,1.0935,0.014971,0.010802,91.403,1.0949,0.036627,0.009495,0.016445,0.082004,0.044986,0.26284,-0.48715,4.2597,0.56933,0.010802,228.4,1.5981,0.040053,0.036627,1.4402,9.5024,0.12445,0.026428,0.14694,0.46535,0.026428,163.89,72.492,0.037916,0.46259,90.903,0.0086486,0.0062403,0.82064,0.87202,0.62575,0.3286,0.49871,-2210.8,-0.0055051,0.16047,1.0055,0.51767,3.9933,5.0351,229.66,1.5893,5.5536,0
0.078078,0.26315,0.0048593,1.0258,-14.33,-0.0088448,0.099661,2.6715,1.1851,0.70301,0.099661,0.52835,0.25846,0.099661,430.31,0.84823,3.8001,0.099661,0.1154,9.3813,1.1722,0.10128,0.090408,0.0043538,0.70301,0.76622,1.3898,0.0060251,4.5386,0.29461,0.1154,94.474,3.8635,0.38489,0.10128,0.90599,2.2985,0.77753,0.11728,0.082032,0.038479,0.11728,75.236,65.854,3.5175,0.90809,11.117,-0.022267,-0.025783,0.73527,0.18863,0.25883,0.87166,0.96406,167.95,0.15615,0.11106,0.84385,0.10601,38.907,5.5425,79.721,4.5784,1.0708,0
-0.020725,0.45192,-0.30595,0.26783,-259.36,0,-0.02309,1.2128,0.61359,0.54808,-0.0018464,-0.055257,0.18453,-0.02309,1456.8,0.25055,2.2128,-0.02309,-0.037632,23.502,0.89385,-0.0032703,-0.033777,0.13352,0.39869,0.25578,-0.15394,-0.34451,4.7691,0.72587,-0.037595,246.61,1.48,1.3685,-0.004877,0.61359,8.3725,0.55673,-0.0079482,0.020161,0.11322,-0.0053298,61.564,38.062,-0.52457,0.17328,23.317,-0.13959,-0.22749,0.24765,0.41787,0.67566,0.61715,0.62689,-17977,-0.0079483,-0.037814,1.0371,0.015779,15.53,9.5897,248.57,1.4684,0.69092,0
0.0081491,0.49792,0.14921,1.3608,-14.299,0,0.0081491,1.0084,1.4212,0.50208,0.017605,0.019704,0.0093907,0.0081491,13617,0.026804,2.0084,0.0081491,0.0057339,49.287,0.9874,0,0.0057339,-0.051474,0.42215,0.026804,0,0.34126,3.7868,0.33773,0.011468,120.2,3.0367,2.5223,0.010046,1.4212,1177.5,0.5024,0.0070688,0.060214,3.1936,0,138.14,88.852,0.042463,0.89674,55.774,-0.0051971,-0.0036568,1.1303,0.41358,0.3293,1.1484,1.1491,913.31,0.11631,0.016231,0.89184,0.00062734,7.4057,4.108,106.22,3.4364,3.2506,0
0.0086435,0.79349,-0.12605,0.79033,-87.468,0,0.013851,0.26026,1.3386,0.20651,0.043339,0.02304,0.067661,0.013851,3197.7,0.11415,1.2603,0.013851,0.010347,45.341,1.0159,0.037277,0.006457,0.1779,0.032268,0.10758,1.2641,-0.24015,4.8161,0.57185,0.028361,168.76,2.1628,1.6386,0.038407,1.3386,1.8892,0.36999,0.028691,0.054767,0.23202,0.027847,120.58,75.234,0.051979,0.51373,46.681,-0.039445,-0.029467,0.59879,0.60118,0.46237,0.39345,0.70492,-8254,0.028691,0.041855,0.98981,0.79161,8.0501,4.8515,163.92,2.2267,2.5504,0
0.10817,0.23581,-0.088303,0.54101,-37.356,0,0.12832,3.2407,1.2308,0.76419,0.13349,0.66696,0.1379,0.12832,507.14,0.71972,4.2407,0.12832,0.10426,5.8914,1.2097,0.13348,0.087891,0.072353,0.70307,0.6343,25.819,-0.098562,2.934,0.18613,0.10846,61.332,5.9512,4.8553,0.085814,1.2308,1.9395,0.80761,0.069725,0.06793,0.044945,0.10846,26.992,21.101,5.4453,0.43776,6.3329,0.092082,0.074817,0.44139,0.19239,0.16803,0.85297,0.90144,-75.851,0.069725,0.14155,0.89963,0.056823,61.955,17.298,57.055,6.3973,1.3738,0
0.043757,0.85503,-0.021826,0.87015,-33.616,-0.07425,0.046391,0.16954,0.67158,0.14497,0.088729,0.276,0.17908,0.046391,2595,0.14065,1.1695,0.046391,0.069077,14.146,1.4382,0.086728,0.065156,0.00066507,0.095952,0.13757,2.0484,-0.025565,4.05,1.2647,0.13188,96.271,3.7914,0.7453,0.034318,0.67158,0.183,0.80193,0.0511,0.061952,0.17747,0.12914,73.83,59.683,1.6811,0.71529,14.908,0.012854,0.01914,0.17105,0.16808,0.26376,0.1698,0.93931,-244.92,0.0511,0.30185,0.93619,4.5319,25.802,6.1156,91.352,3.9956,0.78663,0
-0.46891,1.3669,-0.22551,0.70699,-42.383,-1.4246,-0.46891,-0.26841,2.3529,-0.36688,-0.3921,-0.60927,-0.1068,-0.46891,-1985.3,-0.18385,0.73159,-0.46891,-0.19929,5.5431,0.97537,-0.40011,-0.19929,-0.55044,-0.97639,-0.18385,-5.2092,-0.49467,3.3658,0.57719,-0.16665,105.35,3.4647,1.9508,-0.31366,2.3529,0.85731,0.22613,-0.13331,0.046633,-0.24966,-0.17005,78.842,73.299,-13.123,0.66057,4.8911,-0.61773,-0.26254,0.39808,0.76963,0.28863,-0.80478,0.49604,-523.52,-0.13331,1.2781,1.1912,-1.6164,65.847,4.9796,119.39,3.0572,5.1613,0
0.0087256,0.54214,0.4691,2.0388,40.656,0,0.0087256,0.84453,2.969,0.45786,0.041729,0.019322,0.013537,0.0087256,4923.5,0.074134,1.8445,0.0087256,0.0029389,17.17,1.0221,0.041472,0.0029389,0.2367,0.23305,0.074134,1.2566,5.915,3.4044,0.16816,0.0035417,55.903,6.5292,5.4387,0.020449,2.969,9.2128,0.54263,0.0068876,0.094939,0.24777,0.013968,107.92,90.747,0.062477,1.7295,17.289,0.010006,0.0033702,1.6982,0.45159,0.15316,5.7732,6.8421,1190.2,0.0068876,0.019058,0.99708,0.18516,21.258,4.0222,55.517,6.5745,37.437,0
-0.084597,0.71836,0.058908,1.1395,-58.222,0,-0.079206,0.39206,0.98853,0.28164,0.0030565,-0.18757,-0.029574,-0.079206,-8968.9,-0.040696,1.3921,-0.079206,-0.080125,71.341,0.96874,-0.013629,-0.085579,0.078714,0.20457,-0.048201,-0.16567,0.11354,3.6572,0.65157,-0.031791,168.82,2.1621,1.2709,0.075565,0.98853,0.97255,0.57773,0.076442,0.18834,0.65887,-0.013787,148.3,76.96,-0.43785,0.68194,77.246,-0.0636,-0.064338,0.66983,0.42227,0.46252,0.54285,1.1135,267.53,0.076442,-0.30037,1.0781,1.0513,5.1163,4.7427,155.92,2.341,1.9053,0
